word,level,frequency_ranking,pos,pinyin,definitions
贬义,6,38391,noun,biǎn yì,derogatory sense | negative connotation
贬值,7,19175,verb,biǎn zhí,to become devaluated | to devaluate | to depreciate
扁,6,5218,adjective,piān | biǎn,flat
变,2,501,verb,biàn,to change | to become different | to transform | to vary
变成,2,853,verb,biàn chéng,to change into | to turn into | to become
变动,5,7124,verb,biàn dòng,to change | to fluctuate
变革,7,9189,verb,biàn gé,to transform | to change
变更,6,10372,verb,biàn gēng,to change | to alter | to modify
变故,6,20768,noun,biàn gù,an unforeseen event | accident | misfortune
变化,3,1262,idiom,biàn huà,(intransitive) to change; to vary
变幻莫测,7,37275,verb,biàn huàn mò cè,to change unpredictably
变换,6,10769,verb,biàn huàn,to transform | to convert | to vary | to alternate
变迁,7,17425,noun,biàn qiān,changes | vicissitudes
变为,3,8495,verb,biàn wéi,to change into
变形,6,6036,verb,biàn xíng,to become deformed; to change shape; to morph
变异,7,8927,noun,biàn yì,variation
变质,7,13083,verb,biàn zhì,to degenerate; to deteriorate | (of food) to go bad; to go off
便,6,811,adjective,pián | biàn,plain | informal | suitable | convenient
便道,7,28502,noun,biàn dào,pavement | sidewalk | shortcut | makeshift road
便饭,7,51135,noun,biàn fàn,an ordinary meal | simple home cooking
便捷,7,15719,adjective,biàn jié,convenient and fast
便利,5,5991,adjective,biàn lì,convenient | easy
便利店,7,1000000,noun,biàn lì diàn,convenience store
便是,6,7899,interjection,biàn shì,(emphasizes that sth is precisely or exactly as stated)
便条,5,33655,noun,biàn tiáo,(informal) note
便宜,2,2814,adjective,pián yi | biàn yí,convenient | cheap | inexpensive
便于,5,13646,adjective,biàn yú,easy to; convenient for
遍,2,1358,adverb,biàn,everywhere | all over
遍布,7,10269,verb,biàn bù,to cover the whole (area) | to be found throughout
遍地,6,18679,adverb,biàn dì,everywhere | all over
辨别,7,12941,verb,biàn bié,to distinguish; to differentiate; to discern; to recognize; to tell
辨认,7,10922,verb,biàn rèn,to recognize | to identify
辩,7,7226,verb,biàn,to dispute | to debate | to argue | to discuss
辩护,7,5728,verb,biàn hù,to speak in defense of | to argue in favor of | to defend | to plead
辩解,7,11543,verb,biàn jiě,to explain | to justify | to defend (a point of view etc) | to provide an explanation | to try to defend oneself
辩论,4,7547,noun,biàn lùn,debate | argument
辩证,6,28181,verb,biàn zhèng,to investigate
辫子,7,16801,noun,biàn zi,plait | braid | pigtail | a mistake or shortcoming that may be exploited by an opponent | handle
标,7,3748,noun,biāo,mark | sign | label | prize | award | bid | target | quota | (old) the topmost branches of a tree | visible symptom | classifier for military units
标榜,7,24532,verb,biāo bǎng,to flaunt | to advertise | to parade
标本,7,9844,noun,biāo běn,specimen; sample | the root cause and symptoms of a disease
标点,5,36947,noun,biāo diǎn,punctuation | a punctuation mark
标记,6,5706,noun,biāo jì,sign | mark | symbol | (computing) token
标签,7,6258,noun,biāo qiān,label | tag | (computing) tab (GUI element)
标示,7,18067,verb,biāo shì,to indicate
标题,3,8578,noun,biāo tí,title | heading | headline | caption | subject
标语,7,10321,noun,biāo yǔ,written slogan | placard
标志,4,2653,noun,biāo zhì,sign | mark | symbol | logo
标致,7,19135,noun,biāo zhi,beautiful (of woman)
标准,3,1317,noun,biāo zhǔn,standard; norm; criterion | (adjective) standard
飙升,7,21633,verb,biāo shēng,to rise rapidly | to soar
表,2,1344,noun,biǎo,exterior surface | family relationship via females | a model | a table (listing information) | a form | a meter (measuring sth) | watch (timepiece) | meter; gauge
表白,7,10481,verb,biǎo bái,to explain oneself | to express | to reveal one's thoughts or feelings
表达,3,1660,verb,biǎo dá,to express; to convey
表格,3,8961,noun,biǎo gé,form | table
表决,7,7667,verb,biǎo jué,to decide by vote | to vote
表率,7,25988,noun,biǎo shuài,example | model
表面,3,2771,noun,biǎo miàn,surface | face | outside | appearance
表面上,6,1000000,noun,biǎo miàn shang,outwardly; superficially; on the face of it
表明,3,1735,verb,biǎo míng,to make clear | to make known | to state clearly | to indicate
表情,4,1882,noun,biǎo qíng,(facial) expression
表示,3,854,verb,biǎo shì,to express | to show | to say | to state | to indicate | to mean
表述,7,14483,verb,biǎo shù,to formulate | to explain sth precisely
表态,7,8599,verb,biǎo tài,to declare one's position | to say where one stands
表现,3,452,verb,biǎo xiàn,to show | to show off | to display | to manifest
表演,3,1127,noun,biǎo yǎn,play | show | performance | exhibition
表扬,4,9042,verb,biǎo yáng,to praise | to commend
表彰,7,11646,verb,biǎo zhāng,to honor | to commend | to cite (in dispatches)
憋,7,6662,verb,biē,to choke | to stifle | to restrain | to hold back | to hold in (urine) | to hold (one's breath)
别,1,214,verb,biè | bié,"to leave; to part (from) | (literary) to differentiate; to distinguish | to fasten with a pin or clip | to stick in; to insert (in order to hinder movement) | to make sb change their ways, opinions etc"
别的,1,543,noun,bié de,else | other
别具匠心,7,67237,verb,bié jù jiàng xīn,to show ingenuity
别看,7,12369,idiom,bié kàn,don't be fooled by the fact that
别扭,7,8970,adjective,biè niu,awkward | difficult | uncomfortable | not agreeing
别人,1,397,noun,bié ren,other people; others; other person
别墅,7,4646,noun,bié shù,villa
别说,7,6983,verb,bié shuō,to say nothing of; not to mention; let alone
别提了,7,1000000,adverb,bié tí le,say no more
别致,7,16822,adjective,bié zhì,unusual; unique
宾馆,5,4994,noun,bīn guǎn,guesthouse | lodge | hotel
彬彬有礼,7,29487,adjective,bīn bīn yǒu lǐ,refined and courteous
滨海,7,22018,noun,bīn hǎi,coastal | bordering the sea
缤纷,7,24038,noun,bīn fēn,vast and various
濒临,6,14334,noun,bīn lín,on the edge of | (fig.) on the verge of
冰,4,2036,noun,bīng,ice | (slang) methamphetamine
冰雹,6,20357,noun,bīng báo,hail | hailstone
冰棍儿,7,62971,noun,bīng gùn r,ice lolly | popsicle
冰山,7,14459,noun,bīng shān,iceberg
冰箱,4,4168,noun,bīng xiāng,icebox | freezer cabinet | refrigerator
冰雪,4,12795,noun,bīng xuě,ice and snow
兵,4,2469,noun,bīng,soldiers | a force | an army | weapons | arms | military | warlike
丙,7,9842,noun,bǐng,"third of the ten Heavenly Stems 干 | third in order | letter ""C"" or Roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc | ancient Chinese compass point: 165° | propyl"
秉承,7,40658,verb,bǐng chéng,to take orders | to receive commands | to carry on (a tradition)
饼,5,3918,noun,bǐng,round flat cake | cookie | cake | pastry
饼干,5,6412,noun,bǐng gān,biscuit; cracker; cookie
并,3,148,noun,bìng,and | also
并存,6,19101,verb,bìng cún,to exist at the same time | to coexist
并非,7,2403,adverb,bìng fēi,really isn't
并购,7,17583,noun,bìng gòu,merger and acquisition (M and A) | acquisition
并列,7,18468,verb,bìng liè,to stand side by side | to be juxtaposed
并且,3,827,noun,bìng qiě,and | besides
并行,7,26109,verb,bìng xíng,to proceed in parallel
病,1,827,noun,bìng,illness | disease | defect
病床,7,12666,noun,bìng chuáng,hospital bed | sickbed
病毒,5,2227,noun,bìng dú,virus
病房,6,6422,noun,bìng fáng,ward (of a hospital) | sickroom
病情,6,4668,noun,bìng qíng,state of an illness | patient's condition
病人,1,1209,noun,bìng rén,sick person | patient | invalid
病症,7,13328,noun,bìng zhèng,disease | illness
拨,7,2539,verb,bō,"to push aside with the hand, foot, a stick etc | to dial | to allocate | to set aside (money) | to poke (the fire) | to pluck (a string instrument) | to turn round"
拨打,6,6281,verb,bō dǎ,to call | to dial
拨款,7,14195,verb,bō kuǎn,to allocate funds
拨通,7,18642,verb,bō tōng,to get through to sb on the phone
波动,6,7054,verb,bō dòng,to undulate | to fluctuate
波及,7,18382,verb,bō jí,to spread to | to involve | to affect
波澜,7,19825,noun,bō lán,billows | great waves (fig. of a story with great momentum)
波浪,6,15431,noun,bō làng,wave
波涛,7,27414,noun,bō tāo,great waves | billows
波涛汹涌,6,43247,idiom,bō tāo xiōng yǒng,waves surging forth
波折,7,22248,adjective,bō zhé,twists and turns
玻璃,5,2557,noun,bō li,glass | (slang) male homosexual
剥,7,7525,verb,bō | bāo,to peel | to skin | to shell | to shuck | to peel | to skin | to flay | to shuck
剥夺,7,7485,verb,bō duó,to deprive | to expropriate | to strip (sb of his property)
剥削,7,12734,verb,bō xuē,to exploit
播,6,3610,verb,bō,to sow | to scatter | to spread | to broadcast
播出,3,4365,verb,bō chū,to broadcast | to air (a TV program etc)
播放,3,3952,verb,bō fàng,to broadcast; to transmit (by radio or TV)
播种,6,15096,verb,bō zhǒng | bō zhòng,to sow seeds | to grow (maize etc) from seed | to plant (maize etc) by sowing seed
伯伯,7,24986,noun,bó bo,father's elder brother | uncle
伯父,7,23161,noun,bó fù,father's elder brother | term of respect for older man
伯母,7,27007,noun,bó mǔ,wife of father's elder brother | aunt | (polite form of address for a woman who is about the age of one's mother)
驳回,7,10710,verb,bó huí,to reject | to turn down | to overrule
脖子,7,3554,noun,bó zi,neck
博大精深,6,41630,adjective,bó dà jīng shēn,wide-ranging and profound | broad and deep
博客,5,5862,noun,bó kè,blog (loanword) | weblog | blogger
博览会,5,13075,noun,bó lǎn huì,exposition | international fair
博士,5,2425,noun,bó shì,doctor | court academician (in feudal China) | Ph.D.
博物馆,5,4179,noun,bó wù guǎn,museum
搏斗,7,11802,verb,bó dòu,to wrestle; to fight; to struggle
补,3,2850,verb,bǔ,to repair | to patch | to mend | to make up for | to fill (a vacancy) | to supplement
补偿,5,3538,verb,bǔ cháng,to compensate | to make up
补充,3,4107,verb,bǔ chōng,to replenish | to supplement | to complement
补给,7,11865,noun,bǔ jǐ,supply | replenishment
补救,7,13343,verb,bǔ jiù,to remedy
补考,6,26371,verb,bǔ kǎo,to sit for a makeup exam | to resit an exam
补课,6,22453,verb,bǔ kè,to make up missed lesson | to reschedule a class
补贴,5,8863,verb,bǔ tiē,to subsidize | to supplement (one's salary etc)
补习,6,22013,verb,bǔ xí,to take extra lessons in a cram school or with a private tutor
补助,6,10885,verb,bǔ zhù,to subsidize
哺乳,6,24766,noun,bǔ rǔ,breastfeeding
哺育,7,32916,verb,bǔ yù,to feed | (fig.) to nurture; to foster
捕,6,8390,verb,bǔ,to catch | to seize | to capture
捕捉,7,9452,verb,bǔ zhuō,to catch | to seize | to capture
不,1,9,adverb,bù,no; not so
不安,3,4472,noun,bù ān,unpeaceful
不必,3,2029,adverb,bù bì,need not | not necessarily
不便,6,8003,adjective,bù biàn,inconvenient | inappropriate | unsuitable | short of cash
不曾,5,8242,adverb,bù céng,hasn't yet
不成,6,10054,idiom,bù chéng,won't do
不耻下问,7,83856,idiom,bù chǐ xià wèn,not feel ashamed to ask and learn from one's subordinates
不辞而别,7,33466,idiom,bù cí ér bié,to leave without saying good-bye
不错,2,384,adjective,bù cuò,correct | not bad | pretty good
不大,1,4915,adverb,bù dà,not very | not often
不但,2,4161,idiom,bù dàn,not only (... but also ...)
不得不,3,1606,idiom,bù dé bù,have no choice or option but to | cannot but | can't help it | can't avoid
不得而知,7,20317,noun,bù dé ér zhī,unknown
不得了,5,8549,adjective,bù dé liǎo,desperately serious
不得已,7,13044,verb,bù dé yǐ,to act against one's will | to have to | to have no choice
不定,7,17123,adjective,bù dìng,indefinite
不断,3,1245,adjective,bù duàn,unceasing | continuous | constant
不对,1,2598,adjective,bù duì,incorrect | wrong | abnormal | queer
不妨,7,7625,idiom,bù fáng,there is no harm in
不服,7,28565,adjective,bù fú,not to accept sth
不服气,7,1000000,verb,bù fú qì,unwilling to concede | to find it galling
不敢当,5,35004,idiom,bù gǎn dāng,lit. I dare not (accept the honor); fig. I don't deserve your praise
不够,2,1419,adjective,bù gòu,not enough | inadequate
不顾,5,6927,adverb,bù gù,in spite of; regardless of
不管,4,854,adjective,bù guǎn,not to be concerned
不光,3,7316,adverb,bù guāng,not the only one | not only
不过,2,216,adverb,bù guò,only | merely | anyway (to get back to a previous topic)
不好意思,2,2805,verb,bù hǎo yì si,to feel embarrassed | to find it embarrassing | to be sorry (for inconveniencing sb)
不假思索,7,33772,idiom,bù jiǎ sī suǒ,(idiom) to act without taking time to think; to react instantly; to fire from the hip
不见,6,2421,verb,bù jiàn,not to see | to have disappeared | to be missing
不见得,7,17256,adverb,bù jiàn de,not necessarily | not likely
不解,7,17259,verb,bù jiě,to not understand | to be puzzled by
不仅,3,1467,adjective,bù jǐn,not just; not limited to
不仅仅,6,6163,adverb,bù jǐn jǐn,not only; not just
不禁,6,8021,idiom,bù jīn,can't help (doing sth) | can't refrain from
不经意,7,11628,adverb,bù jīng yì,not paying attention | carelessly | by accident
不景气,7,16728,adjective,bù jǐng qì,slack
不久,2,2739,adverb,bù jiǔ,not long (after) | soon | soon after
不堪,7,8963,verb,bù kān,cannot bear | cannot stand
不可避免,7,8664,noun,bù kě bì miǎn,unavoidably
不可思议,7,4689,idiom,bù kě sī yì,inconceivable (idiom); unimaginable
不客气,1,16723,interjection,bù kè qi,you're welcome | don't mention it
不肯,7,10726,adjective,bù kěn,Refuse
不愧,6,11038,verb,bù kuì,to be worthy of | to deserve to be called | to prove oneself to be
不了了之,7,24145,idiom,bù liǎo liǎo zhī,to settle a matter by leaving it unsettled | to end up with nothing definite
不理,7,10871,verb,bù lǐ,to refuse to acknowledge | to pay no attention to | to take no notice of | to ignore
不利,5,4288,adjective,bù lì,unfavorable
不利于,7,32766,verb,bù lìyú,is harmful to
不良,5,4514,adjective,bù liáng,bad
不料,6,25376,adverb,bù liào,unexpectedly
不论,3,3411,adverb,bù lùn,"whatever | no matter what (who, how etc) | regardless of"
不满,2,5004,adjective,bù mǎn,resentful | discontented | dissatisfied
不免,5,24642,adverb,bù miǎn,inevitably
不耐烦,5,13336,adjective,bù nài fán,impatient
不难,7,22888,adjective,bù nán,Not difficult
不能不,5,10279,verb,bù néng bù,have to
不平,7,22650,adjective,bù píng,uneven | injustice | wrong | indignant | dissatisfied
不起眼,7,15413,noun,bù qǐ yǎn,unremarkable
不然,4,2285,adverb,bù rán,not so | otherwise | if not | How about ...?
不容,7,9409,verb,bù róng,must not | cannot | to not allow | cannot tolerate
不如,2,2684,adjective,bù rú,not equal to | not as good as | inferior to
